venueCategory,latitude,longitude
Train Station,35.69087997,139.6981898
Train Station,35.7695493,139.8704517
Train Station,35.65851722,139.701333
Subway,35.65491201,139.7962068
Train Station,35.71508895,139.6872568
Train Station,35.65836412,139.6990049
Train Station,35.71585285,139.6720786
Convenience Store,35.71044146,139.7403324
Train Station,35.66252408,139.66055
Train Station,35.70193315,139.7546839
Train Station,35.7204722,139.7788274
Train Station,35.61783385,139.6763939
Subway,35.70788893,139.7743267
Convenience Store,35.66629164,139.7538355
Subway,35.72359049,139.6832657
Bus Station,35.65787784,139.7007876
Train Station,35.68855064,139.6986616
Subway,35.70222167,139.7451496
Train Station,35.53893136,139.6804118
Convenience Store,35.64709191,139.7471935
Subway,35.65686825,139.7545472
Train Station,35.66696323,139.7583783
Bus Station,35.669451,139.8133522
Convenience Store,35.72817189,139.7186172
Train Station,35.65897579,139.700987
Train Station,35.60708801,139.653351
Convenience Store,35.81088697,139.8043733
Train Station,35.69090337,139.7000456
Subway,35.68299529,139.7017273
Train Station,35.70122425,139.7449925
Train Station,35.69029341,139.6997398
Convenience Store,35.66118846,139.7544408
Convenience Store,35.614754,139.745373
Convenience Store,35.75171054,139.7100985
Subway,35.66558604,139.7390449
Train Station,35.68082969,139.7680879
Subway,35.7435342,139.728713
Subway,35.70858152,139.8046196
Train Station,35.76343373,139.6764877
Subway,35.77793623,139.7325835
Airport,35.54869369,139.7844866
Bus Station,35.69610771,139.7752696
Train Station,35.74931171,139.8050541
Train Station,35.62903824,139.7397637
Convenience Store,35.713416,139.672432
Subway,35.67020564,139.7498167
Bus Station,35.6913063,139.696001
Convenience Store,35.67301322,139.6673602
Train Station,35.64480273,139.537041
Train Station,35.65324488,139.5439782
Convenience Store,35.72850503,139.6509638
Train Station,35.66903442,139.4952375
Train Station,35.69833581,139.7730339
Subway,35.69085544,139.7359228
Airport,35.63584863,139.8372459
Train Station,35.7332059,139.6986938
Bus Station,35.67978597,139.7685001
Train Station,35.60749358,139.6688192
Subway,35.76919239,139.6453607
Train Station,35.6904049,139.700284
Convenience Store,35.69630618,139.5220165
Convenience Store,35.60855344,139.6701805
Convenience Store,35.625601,139.633293
Convenience Store,35.51076909,139.6745351
Convenience Store,35.65551353,139.7568119
Train Station,35.71166954,139.7756441
Train Station,35.71341173,139.7760584
Subway,35.68036781,139.7615969
Convenience Store,35.70224999,139.6747738
Train Station,35.69129549,139.7354722
Subway,35.67198367,139.7639573
Bus Station,35.71016,139.72491
Convenience Store,35.66561673,139.8574038
Bus Station,35.70977612,139.7277895
Airport,35.54505978,139.769032
Bus Station,35.60748372,139.7490396
Bus Station,35.72893065,139.7437051
Bus Station,35.71998441,139.7630882
Train Station,35.712101,139.7763571
Train Station,35.69834017,139.7731143
Train Station,35.65926051,139.7024879
Bus Station,35.54511216,139.7672081
Train Station,35.70220544,139.580353
Convenience Store,35.56851,139.741378
Bus Station,35.73062905,139.7087198
Train Station,35.76220185,139.8249292
Bus Station,35.67987977,139.7683668
Convenience Store,35.57670049,139.7226515
Subway,35.75131872,139.7101307
Train Station,35.60740648,139.7339307
Train Station,35.54990457,139.7151947
Convenience Store,35.5571712,139.7053376
Bus Station,35.54446231,139.7676964
Convenience Store,35.64282409,139.5510864
Convenience Store,35.671708,139.616686
Train Station,35.65060102,139.6843064
Subway,35.69213199,139.7827542
Train Station,35.69099486,139.7706735
Bus Station,35.72538,139.695242
Convenience Store,35.763756,139.676415
Subway,35.66426984,139.7846532
Subway,35.71133439,139.782722
Convenience Store,35.819026,139.72305
Convenience Store,35.70345831,139.4805469
Train Station,35.68924065,139.7000097
Convenience Store,35.63334167,139.7157741
Convenience Store,35.67318885,139.7383861
Train Station,35.62950042,139.7400427
Train Station,35.55465305,139.6694684
Train Station,35.54849481,139.6720916
Train Station,35.73781504,139.6535602
Convenience Store,35.70167797,139.6906663
Train Station,35.55308701,139.6466863
Convenience Store,35.57708232,139.6587932
Bus Station,35.5770256,139.6595201
Convenience Store,35.58145072,139.639944
Train Station,35.54901856,139.7543818
Train Station,35.71454993,139.7780855
Train Station,35.63665084,139.7422528
Train Station,35.68102142,139.7680074
Train Station,35.6336436,139.5352614
Train Station,35.65867358,139.8173869
Train Station,35.68957997,139.7014578
Convenience Store,35.725081,139.7209775
Train Station,35.6933606,139.7823787
Convenience Store,35.66425241,139.8585427
Train Station,35.77768109,139.7212598
Bus Station,35.652176,139.543901
Bus Station,35.70061856,139.5067012
Train Station,35.71711631,139.8581187
Subway,35.66505597,139.7124581
Train Station,35.74764424,139.8275149
Train Station,35.57130736,139.6856174
Convenience Store,35.71069845,139.7763035
Bus Station,35.7551084,139.877066
Train Station,35.71300698,139.7758341
Convenience Store,35.77288969,139.7323492
Convenience Store,35.66541251,139.7360611
Bus Station,35.77888063,139.6862
Bus Station,35.59841049,139.5388556
Subway,35.61470924,139.7163963
Subway,35.7839582,139.7209611
Subway,35.7336343,139.7387454
Train Station,35.69849482,139.7725135
Train Station,35.60637056,139.6793604
Convenience Store,35.67278116,139.6085581
Bus Station,35.594087,139.605313
Convenience Store,35.72908204,139.5642507
Convenience Store,35.66833822,139.7667561
Bus Station,35.59906041,139.6099448
Bus Station,35.74448297,139.8438818
Subway,35.59634728,139.7117722
Convenience Store,35.69825304,139.7731572
Train Station,35.78716208,139.7055198
Train Station,35.71966061,139.6531728
Train Station,35.78669651,139.7061825
Train Station,35.72205552,139.4800501
Bus Station,35.66968704,139.8170596
Train Station,35.62557149,139.7134142
Bus Station,35.69347387,139.7025293
Train Station,35.64542506,139.7474676
Convenience Store,35.60327509,139.7082376
Train Station,35.72770157,139.7709846
Train Station,35.81453,139.7707017
Train Station,35.65563993,139.7567368
Convenience Store,35.59174523,139.6797118
Train Station,35.5920655,139.6812745
Bus Station,35.67686937,139.8270225
Bus Station,35.70787586,139.7726583
Subway,35.69938571,139.6356672
Train Station,35.61055963,139.5925386
Bus Station,35.70751214,139.7611034
Train Station,35.71148684,139.774375
Train Station,35.60509964,139.702483
Bus Station,35.649727,139.693434
Convenience Store,35.68719051,139.7363056
Train Station,35.61599137,139.7150284
Convenience Store,35.67617331,139.7638627
Subway,35.64294616,139.7341526
Train Station,35.7302099,139.711135
Convenience Store,35.72989638,139.7072232
Convenience Store,35.7855999,139.7214067
Train Station,35.6414988,139.5208526
Train Station,35.73002287,139.71113
Train Station,35.72031541,139.7152805
Train Station,35.69032876,139.7001643
Convenience Store,35.59700158,139.5287275
Train Station,35.72899831,139.7713656
Train Station,35.61044406,139.6944076
Train Station,35.69971897,139.7644749
Convenience Store,35.58323212,139.6556989
Train Station,35.6983968,139.7726476
Convenience Store,35.64484251,139.6558213
Train Station,35.70173813,139.5248222
Convenience Store,35.65582283,139.7042133
Bus Station,35.57552906,139.604913
Train Station,35.67705409,139.6761605
Convenience Store,35.651141,139.703728
Train Station,35.61160219,139.6263395
Subway,35.72021089,139.7841704
Train Station,35.69840987,139.7739083
Subway,35.67514526,139.7597516
Bus Station,35.68036236,139.7647096
Convenience Store,35.6663669,139.7642421
Train Station,35.66418847,139.5112499
Train Station,35.712946,139.704026
Convenience Store,35.722809,139.752803
Train Station,35.57907349,139.7349948
Convenience Store,35.72430907,139.624241
Train Station,35.68331331,139.6154094
Train Station,35.66991778,139.703196
Train Station,35.676916,139.676864
Convenience Store,35.7326189,139.748449
Convenience Store,35.70296223,139.7438192
Subway,35.76133126,139.705528
Convenience Store,35.67286674,139.7739616
Bus Station,35.71371244,139.7260385
Convenience Store,35.70892999,139.7696865
Train Station,35.69151662,139.6983942
Convenience Store,35.58684626,139.6615344
Convenience Store,35.81571647,139.7012794
Convenience Store,35.71041533,139.8086268
Bus Station,35.68250782,139.7647069
Train Station,35.72794756,139.7095043
Train Station,35.55257562,139.7392756
Convenience Store,35.6655377,139.638823
Convenience Store,35.66879364,139.6592116
Bus Station,35.55235374,139.6131688
Subway,35.63743778,139.7252101
Convenience Store,35.705856,139.7721677
Convenience Store,35.70390098,139.8015404
Subway,35.669066,139.679844
Convenience Store,35.68353559,139.7411209
Train Station,35.74054024,139.6169735
Subway,35.7065168,139.7761774
Train Station,35.69156561,139.6999598
Convenience Store,35.58782274,139.726283
Train Station,35.70477438,139.6353722
Convenience Store,35.69076831,139.81539
Subway,35.64561139,139.8105419
Train Station,35.79465086,139.5137715
Bus Station,35.69232633,139.6312649
Convenience Store,35.75447005,139.7345693
Subway,35.705837,139.721117
Train Station,35.77741398,139.7212619
Subway,35.70846826,139.7536039
Convenience Store,35.523115,139.692761
Train Station,35.65723959,139.6936405
Bus Station,35.63965251,139.5990711
Subway,35.71335543,139.7050238
Subway,35.77656531,139.6314991
Train Station,35.64613723,139.8274183
Train Station,35.72866507,139.5642313
Train Station,35.6581026,139.7017568
Convenience Store,35.71120199,139.8155731
Train Station,35.65633045,139.7572842
Train Station,35.65640707,139.7952533
Train Station,35.66459236,139.7846049
Convenience Store,35.69925938,139.7739083
Convenience Store,35.73143595,139.7160725
Bus Station,35.66314539,139.8730803
Train Station,35.54872831,139.7540324
Convenience Store,35.73810025,139.7593331
Train Station,35.65623465,139.7030215
Bus Station,35.67255799,139.7101276
Train Station,35.71469695,139.7784305
Convenience Store,35.57801712,139.7490495
Train Station,35.57970646,139.5735503
Convenience Store,35.69368599,139.7732227
Train Station,35.69746615,139.7859755
Convenience Store,35.659963,139.902745
Convenience Store,35.72921704,139.6557784
Subway,35.68478611,139.7660279
Convenience Store,35.631547,139.658101
Bus Station,35.77791296,139.6328288
Airport,35.54923011,139.7842169
Subway,35.67286396,139.7504926
Bus Station,35.77167723,139.7336064
Bus Station,35.55265418,139.6466589
Train Station,35.60935047,139.7429046
Airport,35.546357,139.784993
Bus Station,35.54819801,139.7850448
Convenience Store,35.54107025,139.6492767
Convenience Store,35.572824,139.700749
Train Station,35.65750764,139.7020192
Train Station,35.72736407,139.5392472
Train Station,35.56193058,139.7148955
Subway,35.66967396,139.7670364
Train Station,35.58970453,139.6682453
Subway,35.76507475,139.7357082
Bus Station,35.63039208,139.7913627
Convenience Store,35.67094649,139.5976067
Convenience Store,35.64436298,139.7334069
Subway,35.69031084,139.8459363
Train Station,35.64066176,139.8034286
Train Station,35.62541865,139.7240216
Convenience Store,35.736397,139.492292
Train Station,35.73770836,139.8960614
Bus Station,35.689975,139.698249
Convenience Store,35.82626153,139.8330115
Convenience Store,35.55191223,139.740783
Convenience Store,35.55302865,139.7355422
Convenience Store,35.63107335,139.6425632
Convenience Store,35.767549,139.780595
Convenience Store,35.69807007,139.7726583
Subway,35.68839378,139.8060036
Convenience Store,35.58738285,139.6307668
Convenience Store,35.67460926,139.659107
Train Station,35.71447325,139.7773066
Convenience Store,35.69035876,139.6859747
Bus Station,35.76903606,139.702458
Train Station,35.61501015,139.542219
Convenience Store,35.5700144,139.7159149
Convenience Store,35.74416552,139.7277313
Convenience Store,35.69516644,139.8376778
Convenience Store,35.67895599,139.7102165
Train Station,35.6820149,139.7658348
Train Station,35.68131772,139.7666126
Convenience Store,35.63486329,139.6029979
Bus Station,35.68175252,139.7712857
Bus Station,35.72963509,139.7131884
Convenience Store,35.65966734,139.7937727
Train Station,35.73290979,139.7686028
Train Station,35.74423083,139.7890091
Train Station,35.74445723,139.7929788
Convenience Store,35.59283142,139.7649121
Convenience Store,35.66584318,139.8592186
Convenience Store,35.60842914,139.7494465
Convenience Store,35.70466112,139.5551419
Train Station,35.62911596,139.7164865
Convenience Store,35.66827,139.535951
Train Station,35.7702385,139.6455803
Convenience Store,35.62433341,139.5157242
Convenience Store,35.53705215,139.6345621
Airport,35.55059416,139.7841167
Convenience Store,35.83105753,139.7369957
Subway,35.83084007,139.7359711
Airport,35.54950244,139.784137
Airport,35.5447466,139.7685519
Convenience Store,35.68313959,139.7017898
Train Station,35.681248,139.7674924
Airport,35.54982601,139.7833014
Convenience Store,35.52136412,139.630394
Convenience Store,35.69180523,139.7094494
Bus Station,35.6032678,139.5078951
Train Station,35.72840705,139.7110426
Airport,35.55085603,139.7819281
Bus Station,35.73151795,139.7133594
Airport,35.55067818,139.7823156
Train Station,35.58733704,139.6294311
Train Station,35.55303825,139.6467447
Subway,35.66943863,139.7672296
Subway,35.736079,139.747211
Train Station,35.59983596,139.6108886
Train Station,35.53164998,139.6971542
Bus Station,35.67331718,139.6604508
Convenience Store,35.53144043,139.6930128
Train Station,35.62049173,139.7044069
Train Station,35.76848292,139.8704624
Bus Station,35.68136565,139.6888447
Train Station,35.728359,139.77095
Convenience Store,35.68318265,139.7755659
Convenience Store,35.63863889,139.7227854
Train Station,35.70225434,139.752287
Bus Station,35.67856381,139.7655666
Train Station,35.65410563,139.5666647
Convenience Store,35.64679548,139.7465953
Train Station,35.52310508,139.691492
Train Station,35.68923032,139.7005606
Bus Station,35.74763045,139.5667193
Bus Station,35.66958155,139.8147774
Convenience Store,35.65054436,139.7032991
Subway,35.70090608,139.7357082
Convenience Store,35.69805264,139.7737205
Subway,35.76875278,139.7022665
Convenience Store,35.622055,139.567685
Convenience Store,35.64895982,139.5506895
Train Station,35.60491568,139.7027024
Convenience Store,35.7415421,139.7164566
Train Station,35.68137436,139.7677821
Subway,35.6738314,139.7510183
Train Station,35.70385336,139.5995133
Convenience Store,35.63622432,139.5887027
Bus Station,35.61169137,139.6288329
Bus Station,35.67940903,139.7679901
Convenience Store,35.72990073,139.7239709
Train Station,35.59845247,139.7388022
Subway,35.65578813,139.7370279
Convenience Store,35.7045348,139.5787883
Bus Station,35.63246531,139.6003425
Convenience Store,35.61352973,139.7283632
Subway,35.70736349,139.751147
Subway,35.707279,139.75165
Train Station,35.72721382,139.8282766
Train Station,35.62925625,139.7387552
Subway,35.85887655,139.7536844
Bus Station,35.64966382,139.8013526
Convenience Store,35.69779997,139.4875556
Train Station,35.69070402,139.7784203
Convenience Store,35.650188,139.5510519
Convenience Store,35.64038275,139.7480035
Convenience Store,35.67200546,139.6171975
